Group,REFID,Synonym,CF_CODE10,Standard_Table,Systematic Name,Common Term,Acronym,Term Description,DIM,UOM_MDC,UOM_UCUM,CF_UCODE10,Enum_Values,External_sites,Vendor_VMD,Vendor_Description
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_INSP_PHIGH,,152740,"A.7.4.8","Pressure | High baseline pressure | APRV or Bi-Level modes | Ventilator, Airway","High pressure","Phigh","The high (inspiratory) pressure level for APRV or Bi-Level modes.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_INSP_PHIGH_SETTING,,16929956,"A.7.4.8","Pressure | High baseline pressure | APRV or Bi-Level modes | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_LIMIT,,152748,"A.7.4.8","Pressure, limit | without cycling | Gas | Ventilator, Airway","Pressure limit","Plimit","The pressure at which the breath is limited and held for the remaining inspiratory time in a volume-controlled breath.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_LIMIT_PMAX,,152752,"A.7.4.8","Pressure, maximum limit | with cycling | Gas | Ventilator, Airway","High pressure limit","Pmax","The maximum pressure allowed in the patient breathing circuit. Once reached, the inspiratory phase ends, and the ventilator immediately begins the expiratory phase.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_LIMIT_PMAX_SETTING,,16929968,"A.7.4.8","Pressure, maximum limit | with cycling | Gas | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_LIMIT_PMIN,,152760,"A.7.4.8","Pressure, minimum limit | | Gas | Ventilator, Airway","Minimum pressure","Pmin","The minimum target pressure limit.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_LIMIT_PMIN_SETTING,,16929976,"A.7.4.8","Pressure, minimum limit | | Gas | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_LIMIT_RELIEF,,152756,"A.7.4.8","Pressure, protective relief limit | | Gas | Ventilator, Airway","High pressure relief limit","Prelief","Threshold value at which a protection device prevents any further rise in the airway pressure","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_LIMIT_RELIEF_SETTING,,16929972,"A.7.4.8","Pressure, protective relief limit | | Gas | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_LIMIT_SETTING,,16929964,"A.7.4.8","Pressure, limit | without cycling | Gas | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_MAX,,151973,"A.7.4.8","Pressure, maximum | | Gas | Ventilator, Airway",,"Pinsp max","Maximum inspiratory airway pressure","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_MEAN,,151975,"A.7.4.8","Pressure, mean | | Gas | Ventilator, Airway",,"Pinsp mean","Mean inspiratory airway pressure","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_MIN,,151974,"A.7.4.8","Pressure, minimum | | Gas | Ventilator, Airway",,"Pinsp min","Minimum inspiratory airway pressure","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY_RISETIME,MDC_VENT_PRESS_AWAY_RISETIME_CTLD,,152768,"A.7.4.8","Duration, pressure, risetime | controlled inflations | Gas | Ventilator, Airway","Rise time","Rise time","The time for pressure to reach a preset fraction of the set inspiratory pressure for controlled inflations.","T","MDC_DIM_MILLI_SEC","ms",264338,,,,""
GASDLV_PRESS_AWAY_RISETIME,MDC_VENT_PRESS_AWAY_RISETIME_CTLD_PERCENT,,153260,"A.7.4.8","Duration, ratio, pressure, risetime | controlled inflations | Gas | Ventilator, Airway","Rise time percent","% Rise time","The time for pressure to reach a preset fraction of the set inspiratory pressure for controlled inflations, expressed as a percentage of the duration of the inspiratory phase.","1","MDC_DIM_PERCENT","%",262688,,,,""
GASDLV_PRESS_AWAY_RISETIME,MDC_VENT_PRESS_AWAY_RISETIME_CTLD_PERCENT_SETTING,,16930476,"A.7.4.8","Duration, ratio, pressure, risetime | controlled inflations | Gas | Ventilator, Airway, Setting",,,,"1","MDC_DIM_PERCENT","%",262688,,,"  {IEEE}",""
GASDLV_PRESS_AWAY_RISETIME,MDC_VENT_PRESS_AWAY_RISETIME_CTLD_SETTING,,16929984,"A.7.4.8","Duration, pressure, risetime | controlled inflations | Gas | Ventilator, Airway, Setting",,,,"T","MDC_DIM_MILLI_SEC","ms",264338,,,"  {IEEE}",""
GASDLV_PRESS_AWAY_RISETIME,MDC_VENT_PRESS_AWAY_RISETIME_SUPP,,152772,"A.7.4.8","Duration, pressure, risetime | support inflations | Gas | Ventilator, Airway","Pressure support rise time","PS rise time","The time for pressure to reach a preset fraction of the set inspiratory pressure for support breaths.","T","MDC_DIM_MILLI_SEC","ms",264338,,,,""
GASDLV_PRESS_AWAY_RISETIME,MDC_VENT_PRESS_AWAY_RISETIME_SUPP_PERCENT,,153264,"A.7.4.8","Duration, ratio, pressure, risetime | support inflations | Gas | Ventilator, Airway","Pressure support rise time percent","% PS rise time","The time for pressure to reach a preset fraction of the set inspiratory pressure for support breaths, expressed as a percentage of the duration of the inspiratory phase","1","MDC_DIM_PERCENT","%",262688,,,,""
GASDLV_PRESS_AWAY_RISETIME,MDC_VENT_PRESS_AWAY_RISETIME_SUPP_PERCENT_SETTING,,16930484,"A.7.4.8","Duration, ratio, pressure, risetime | support inflations | Gas | Ventilator, Airway, Setting",,,,"1","MDC_DIM_PERCENT","%",262688,,,"  {IEEE}",""
GASDLV_PRESS_AWAY_RISETIME,MDC_VENT_PRESS_AWAY_RISETIME_SUPP_SETTING,,16929988,"A.7.4.8","Duration, pressure, risetime | support inflations | Gas | Ventilator, Airway, Setting",,,,"T","MDC_DIM_MILLI_SEC","ms",264338,,,"  {IEEE}",""
GASDLV_PRESS,MDC_VENT_PRESS_AWAY_SETTING,,16929188,"A.7.4.8","Pressure | | Gas | Ventilator, Airway, Setting",,"set Pinsp","Inspiratory airway pressure setting.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_SUPP,,152732,"A.7.4.8","Pressure | Inspiratory phase | Pressure support inflation | Ventilator, Airway","Pressure for support inflations","Psupp","The inspiratory airway pressure for pressure support inflations.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_SUPP_SETTING,,16929948,"A.7.4.8","Pressure | Inspiratory phase | Pressure support inflation | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS,MDC_VENT_PRESS_MAX,,151957,"A.7.4.8","Pressure | Maximum | Gas | Ventilator","Maximum ventilation pressure","PAW max","Maximum airway pressure  during mechanical ventilation","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {GE}","Peak Pressure {GE}"
GASDLV_PRESS,MDC_VENT_PRESS_MIN,,151958,"A.7.4.8","Pressure | Minimum | Gas | Ventilator","Minimum ventilation pressure","PAW min","Minimum airway pressure  during mechanical ventilation","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS,MDC_VENT_PRESS_OCCL,,151964,"A.7.4.8","Pressure | Occlusion, Airway | Gas | Ventilator","Ventilation occlusion pressure",," The negative airway pressure generated when briefly occluded during inspiration","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"PHYSIO_SRC_ID_UNSPEC {Philips}   {Editorial-pss}","Occlusion Pressure {Philips} "
GASDLV_PRESS_OCCL,MDC_VENT_PRESS_OCCL_NIF,,152784,"A.7.4.8","Pressure | Occlusion, NIF maneuver, Airway | Gas | Ventilator","Negative Inspiratory Force (NIF)","NIF","The maximum negative airway pressure generated during an occluded inspiration arising from a Negative Inspiratory Force (NIF) maneuver","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_OCCL,MDC_VENT_PRESS_OCCL_P100MS,,152780,"A.7.4.8","Pressure | Occlusion, 100 ms, Airway | Gas | Ventilator","Ventilation occlusion pressure, P0.1  (100 ms)","P0.1","The negative airway pressure generated during the first 100 ms of an occluded inspiration","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_PLAT,MDC_VENT_PRESS_RESP_PLAT,,152424,"A.7.4.8","Pressure | Plateau | Gas | Ventilator","Ventilation plateau pressure",,"Pressure in airway in plateau phase during mechanical ventilation","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_RR_PRESS,MDC_VENT_PRESS_RESP_RATE,,151618,"A.7.4.8","Rate | Pressure | Breath | Ventilator","Ventilation rate",,"Rate of mechanical ventilation; method: pressure measurement","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_PRESS_TRIG,MDC_VENT_PRESS_TRIG_SENS,,152428,"A.7.4.8","Pressure | | TriggerSensitivity, start inspiration | Ventilator","Ventilator pressure trigger sensitivity",,"Sensitivity of trigger in ventilator; a pressure value, for triggering an inflation.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_TRIG,MDC_VENT_PRESS_TRIG_SENS_SETTING,,16929644,"A.7.4.8",,,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_RR_BACKUP,MDC_VENT_RESP_BACKUP_RATE,,152482,"A.7.4.8","Rate | Backup | Breath | Ventilator","Backup ventilation rate",,"Minimum assured ventilation rate in modes that support spontaneous breaths","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR_BACKUP,MDC_VENT_RESP_BACKUP_RATE_SETTING,,16929698,"A.7.4.8","Rate | Backup | Breath | Ventilator, Setting","Backup ventilation rate setting",,"Apnea (backup) rate, e.g. in CSV mode.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,"  {IEEE}",""
GASDLV_RR,MDC_VENT_RESP_BTSD_AZC_RATE,,152546,"A.7.4.8","Rate | NOS | Breath | Ventilator and Patient, delivered as assisted, synchronized assisted or controlled breaths by ventilator.","Mandatory respiration rate (traditional)",,"Rate of breaths or inspiratory gas flow that are delivered as assisted, synchronized assisted or controlled breaths by the ventilator, at an average or minimum rate set by the ventilator.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR,MDC_VENT_RESP_BTSD_A_RATE,,152514,"A.7.4.8","Rate | NOS | Breath | Ventilator and Patient, patient-initiated primary inflations at a rate greater than set rate, delivered as assisted breaths ","Assisted breath rate",,"Rate of primary inflations initiated by the patient at greater than the set rate.  The associated breaths are classified as having been <b>assisted</b> by the inflation.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR,MDC_VENT_RESP_BTSD_C_RATE,,152530,"A.7.4.8","Rate | NOS | Breath | Ventilator and Patient, primary inflations initiated by the ventilator at the set rate, delivered as controlled breaths","Controlled breath rate",,"Rate of primary inflations that are initiated by the ventilator at the set rate.  These breaths are classified as being <b>controlled</b> by the inflation.  This includes backup safety breaths, apnea ventilation breaths and APRV and bilevel baseline pressure changes.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR,MDC_VENT_RESP_BTSD_PSAZC_RATE,,152490,"A.7.4.8","Rate | NOS | Breath | Ventilator and Patient, total breath rate, all breath types","Total respiratory rate; total breath rate",,"Total rate of breaths or inspiratory gas flow comprised of unassisted (P), supported (S), assisted (A), synchronized assisted (Z) and controlled (C) breath types.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR,MDC_VENT_RESP_BTSD_PSAZ_RATE,,152554,"A.7.4.8","Rate | NOS | Breath | Ventilator and Patient, patient-initiated breaths, unassisted or delivered as supported, assisted or synchronized assisted breaths.","Patient-initiated breath rate",,"Rate of breaths or inspiratory gas flow initiated by the patient that are unassisted or delivered as supported, assisted or synchronized assisted breaths.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR,MDC_VENT_RESP_BTSD_PS_RATE,,152538,"A.7.4.8","Rate | NOS | Breath | Ventilator and Patient, unassisted and supported breaths","Spontaneous respiration rate (traditional)",,"Rate of breaths or inspiratory gas flow initiated by the patient where flow and/or volume is determined by the patient and is delivered with the intention that the breath will be terminated by the patient.  Includes unassisted and supported breaths that are superimposed on the intermittently elevated baseline pressure with APRV, bilevel or spontaneous-only modes.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR,MDC_VENT_RESP_BTSD_P_RATE,,152498,"A.7.4.8","Rate | NOS | Breath | Ventilator and Patient, patient-initiated breaths, unassisted by ventilator","Unassisted spontaneous breath rate; respiration rate",,"Rate of breaths or inspiratory gas flow initiated and terminated by the patient where pressure and flow/volume delivery are determined by the <b>patient</b> without support or assistance by the ventilator.  Includes unassisted breaths that are superimposed on the intermittently elevated baseline pressure with APRV, bilevel or spontaneous-only modes.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR,MDC_VENT_RESP_BTSD_S_RATE,,152506,"A.7.4.8","Rate | NOS | Breath | Ventilator and Patient, patient-initiated breaths, delivered as supported breaths","Supported breath rate",,"Rate of inflations or inspiratory gas flow initiated by the patient and that are intended to be terminated by the patient where the inspiratory pressure is raised above baseline to <b>support</b> some portion of the work of breathing (WOB).  Includes proportional assist ventilation (PAV) where the ventilator provides a level of support proportional to patient effort.  Includes supported breaths that are superimposed on the intermittently elevated baseline pressure with APRV, bilevel or spontaneous-only modes.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR,MDC_VENT_RESP_BTSD_Z_RATE,,152522,"A.7.4.8","Rate | NOS | Breath | Ventilator and Patient, patient-initiated primary inflations within a time synchronization widow, delivered as synchronized assisted breaths","Synchronized assisted breath rate",,"Rate of primary inflations that have been assured to be delivered at the average set rate but are initiated by the patient within a timed synchronization window. The associated breaths are classified as having had <b>synchronized assistance</b> by the inflation.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR,MDC_VENT_RESP_RATE,,151586,"A.7.4.8","Rate | NOS | Breath | Ventilator","Ventilation rate","RR","Rate of mechanical ventilation; method not specified","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,"PHYSIO_SRC_ID_VENT {Draeger} MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {GE} MDC_DEV_SYS_PT_VENT_VMD  {GE} MDC_DEV_SYS_PT_VENT_VMD {GE}","Respiration Rate (Vent) {Draeger} Respiratory Rate (Mechanical) {GE} Respiratory Rate {GE} Ventilator Rate {GE}"
GASDLV_RR,MDC_VENT_RESP_RATE_AVG_SETTING,,16928805,"A.7.4.8","Rate | Average | Breath | Ventilator, Setting","Average ventilation rate setting",,"Average ventilator-initiated inflation rate, e.g. in Synchronized Intermittent Mandatory Ventilation (SIMV) ventilation mode.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,"  {IEEE}",""
GASDLV_RR,MDC_VENT_RESP_RATE_MEAN_SETTING,MDC_VENT_RESP_RATE_AVG_SETTING,16928805,"A.7.4.8","Rate | Average | Breath | Ventilator, Setting","Average ventilation rate setting",,"Average ventilator-initiated inflation rate, e.g. in Synchronized Intermittent Mandatory Ventilation (SIMV) ventilation mode.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,"  {IEEE}",""
GASDLV_RR,MDC_VENT_RESP_RATE_MIN_SETTING,,16928804,"A.7.4.8","Rate | Minimum assured | Breath | Ventilator, Setting","Minimum assured ventilation inflation rate setting",,"Minimum assured ventilator-initiated inflation rate, e.g. in continuous mandatory ventilation or assist/mandatory ventilation mode.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,"  {IEEE}",""
GASDLV_RR,MDC_VENT_RESP_RATE_SETTING,,16928802,"A.7.4.8","Rate | Displayed or Actual | Breath | Ventilator, Setting","Set inflation rate","set RR","Displayed minimum and/or actual ventilator rate setting, may be mode dependent.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,"  {IEEE}",""
GASDLV_RR_TARGET,MDC_VENT_RESP_TARGET_AUTO_RATE,,152562,"A.7.4.8","Rate | Target, Calculated | Breath | Ventilator, all breath and inflation types","Target respiratory rate","target RR","The ventilator calculated target respiratory rate, typically used to achieve a desired minute volume or other objective.","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR_SIGH_MULT,MDC_VENT_SIGH_MULT_RATE,,151642,"A.7.4.8","Rate | | SighMultiple | Ventilator","Ventilation multiple sigh number",,"Number of multiple sighs delivered per minute during mechanical ventilation","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_RR_SIGH,MDC_VENT_SIGH_RATE,,151634,"A.7.4.8","Rate | | Sigh | Ventilator","Ventilation sigh number",,"Number of sighs delivered per minute during mechanical ventilation","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_PD_EXP_HOLD,MDC_VENT_TIME_PD_EXP_HOLD,,152636,"A.7.4.8","Duration | Expiratory hold | temporarily maintain constant lung volume (zero flow) at set extension of the expiratory phase | Ventilator",,,"Duration for an expiratory hold, a ventilator function intended to temporarily maintain a constant lung volume during a set extension of the expiratory phase.","","MDC_DIM_SEC","s",264320,,,,""
GASDLV_PD_EXP_HOLD,MDC_VENT_TIME_PD_EXP_HOLD_SETTING,,16929852,"A.7.4.8","Duration | Expiratory hold | temporarily maintain constant lung volume (zero flow) at set extension of the expiratory phase | Ventilator, Setting",,,,"","MDC_DIM_SEC","s",264320,,,"  {IEEE}",""
GASDLV_PD_EXP_PAUSE,MDC_VENT_TIME_PD_EXP_PAUSE,,151684,"A.7.4.8","Duration | Expiratory pause | end expiratory flow to start inspiratory flow | Ventilator",,,"Duration of the expiratory phase from the end of expiratory flow to the start of inspiratory flow","T ","MDC_DIM_MILLI_SEC MDC_DIM_SEC","ms s",264338 264320,,,,""
GASDLV_PD_EXP_TLOW,MDC_VENT_TIME_PD_EXP_TLOW,,152648,"A.7.4.8","Duration | Low baseline pressure | APRV or Bi-Level modes | Ventilator","Tlow","Tlow","The time duration that the ventilator holds the low (expiratory) baseline pressure level in APRV or Bi-Level modes.","T ","MDC_DIM_MILLI_SEC MDC_DIM_SEC","ms s",264338 264320,,,,""
GASDLV_PD_EXP_TLOW,MDC_VENT_TIME_PD_EXP_TLOW_SETTING,,16929864,"A.7.4.8","Duration | Low baseline pressure | APRV or Bi-Level modes | Ventilator, Setting",,,,"T ","MDC_DIM_MILLI_SEC MDC_DIM_SEC","ms s",264338 264320,,,"  {IEEE}",""
GASDLV_PD_INSP,MDC_VENT_TIME_PD_INSP,MDC_VENT_TIME_PD_PPV,152416,"A.7.4.8","Duration | Inspiratory phase | Inflation | Ventilator","Inspiratory time","Tinsp","Duration of the inflation phase if time-terminated","T ","MDC_DIM_MILLI_SEC MDC_DIM_SEC","ms s",264338 264320,,,,""
